action.effector.index,action.effector.position[0],action.effector.position[1],action.end.orientation[0],action.end.orientation[1],action.end.orientation[2],action.end.orientation[3],action.end.orientation[4],action.end.orientation[5],action.end.orientation[6],action.end.orientation[7],action.end.position[0],action.end.position[1],action.end.position[2],action.end.position[3],action.end.position[4],action.end.position[5],action.head.index,action.head.position[0],action.head.position[1],action.joint.position[0],action.joint.position[1],action.joint.position[2],action.joint.position[3],action.joint.position[4],action.joint.position[5],action.joint.position[6],action.joint.position[7],action.joint.position[8],action.joint.position[9],action.joint.position[10],action.joint.position[11],action.joint.position[12],action.joint.position[13],action.robot.index,action.robot.velocity[0],action.robot.velocity[1],action.waist.index,action.waist.position[0],action.waist.position[1],state.effector.position[0],state.effector.position[1],state.end.orientation[0],state.end.orientation[1],state.end.orientation[2],state.end.orientation[3],state.end.orientation[4],state.end.orientation[5],state.end.orientation[6],state.end.orientation[7],state.end.position[0],state.end.position[1],state.end.position[2],state.end.position[3],state.end.position[4],state.end.position[5],state.head.position[0],state.head.position[1],state.joint.current_value[0],state.joint.current_value[1],state.joint.current_value[2],state.joint.current_value[3],state.joint.current_value[4],state.joint.current_value[5],state.joint.current_value[6],state.joint.current_value[7],state.joint.current_value[8],state.joint.current_value[9],state.joint.current_value[10],state.joint.current_value[11],state.joint.current_value[12],state.joint.current_value[13],state.joint.position[0],state.joint.position[1],state.joint.position[2],state.joint.position[3],state.joint.position[4],state.joint.position[5],state.joint.position[6],state.joint.position[7],state.joint.position[8],state.joint.position[9],state.joint.position[10],state.joint.position[11],state.joint.position[12],state.joint.position[13],state.robot.orientation[0],state.robot.orientation[1],state.robot.orientation[2],state.robot.orientation[3],state.robot.position[0],state.robot.position[1],state.robot.position[2],state.waist.position[0],state.waist.position[1],timestamp
0.0,0.0,0.0,-0.06635173330246337,0.7163463169186777,-0.6771402035454014,0.15468208192061825,-0.7467136839552057,0.06111959443167221,-0.12604894945012865,0.6502266771773308,0.650368571740963,0.3295109346849402,0.6619097516542456,0.6783488070300333,-0.30375576208676514,0.6677310792575654,0.0,-0.26179938333333336,0.3590260667514377,-1.3992282152175903,0.6673403382301331,1.1778401136398315,-0.6755767464637756,0.170015349984169,1.5196855068206787,0.4804683029651642,1.4293993711471558,-0.7886876463890076,-0.8857271075248718,0.6314980387687683,-0.5522401332855225,-1.5273113250732422,-0.28682565689086914,0.0,0.0,0.0,0.0,0.5235990830818403,0.22,34.977777777777774,34.8,-0.06635173330246337,0.7163463169186777,-0.6771402035454014,0.15468208192061825,-0.7467136839552057,0.06111959443167221,-0.12604894945012865,0.6502266771773308,0.650368571740963,0.3295109346849402,0.6619097516542456,0.6783488070300333,-0.30375576208676514,0.6677310792575654,-0.26179938333333336,0.3590260667514377,-2613.0,-1117.0,-3431.0,-461.0,-635.0,659.0,75.0,2652.0,502.0,1682.0,1694.0,1243.0,-268.0,64.0,-1.3992282152175903,0.6673403382301331,1.1778401136398315,-0.6755767464637756,0.170015349984169,1.5196855068206787,0.4804683029651642,1.4293993711471558,-0.7886876463890076,-0.8857271075248718,0.6314980387687683,-0.5522401332855225,-1.5273113250732422,-0.28682565689086914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4406958949272156,0.22,1.735195789420237e+18
1.0,0.0,0.0,-0.06632758381512162,0.7163570352342119,-0.677134141233016,0.15466933914750047,-0.7467176215705535,0.06115319262618267,-0.12603373595937717,0.6502219452369811,0.6503638555004457,0.32950075136591783,0.661908129236107,0.6783425229475156,-0.3037632254393612,0.6677053115572901,1.0,-0.26179938333333336,0.3590260667514377,-1.3992456197738647,0.6673403382301331,1.17787504196167,-0.6756116151809692,0.1700328141450882,1.5196855068206787,0.480485737323761,1.429347038269043,-0.7886876463890076,-0.8857271075248718,0.6314631700515747,-0.5522401332855225,-1.5273113250732422,-0.28682565689086914,1.0,0.0,0.0,1.0,0.5235990830818403,0.22,34.977777777777774,34.8,-0.06632758381512162,0.7163570352342119,-0.677134141233016,0.15466933914750047,-0.7467176215705535,0.06115319262618267,-0.12603373595937717,0.6502219452369811,0.6503638555004457,0.32950075136591783,0.661908129236107,0.6783425229475156,-0.3037632254393612,0.6677053115572901,-0.26179938333333336,0.3590260667514377,-2610.0,-1108.0,-3442.0,-491.0,-630.0,660.0,72.0,2666.0,510.0,1666.0,1668.0,1247.0,-278.0,62.0,-1.3992456197738647,0.6673403382301331,1.17787504196167,-0.6756116151809692,0.1700328141450882,1.5196855068206787,0.480485737323761,1.429347038269043,-0.7886876463890076,-0.8857271075248718,0.6314631700515747,-0.5522401332855225,-1.5273113250732422,-0.28682565689086914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4406958949272156,0.22,1.735195789453588e+18
2.0,0.0,0.0,-0.0663242854090712,0.716340762556529,-0.677149606928507,0.15467841123271098,-0.7466948777354566,0.06111801176620328,-0.12607051559001123,0.6502442412665008,0.6503708423482683,0.3294957671659894,0.6619197965606942,0.6783541053811902,-0.3037585847433798,0.6677467306919741,2.0,-0.26179938333333336,0.3590260667514377,-1.3992456197738647,0.6673578023910522,1.1778227090835571,-0.6756116151809692,0.1700328141450882,1.5196855068206787,0.4804683029651642,1.4293993711471558,-0.7886876463890076,-0.885674774646759,0.6314980387687683,-0.5522226691246033,-1.5273113250732422,-0.28682565689086914,2.0,0.0,0.0,2.0,0.5235990830818403,0.22,34.977777777777774,34.8,-0.0663242854090712,0.716340762556529,-0.677149606928507,0.15467841123271098,-0.7466948777354566,0.06111801176620328,-0.12607051559001123,0.6502442412665008,0.6503708423482683,0.3294957671659894,0.6619197965606942,0.6783541053811902,-0.3037585847433798,0.6677467306919741,-0.26179938333333336,0.3590260667514377,-2610.0,-1112.0,-3440.0,-477.0,-633.0,665.0,71.0,2646.0,498.0,1651.0,1686.0,1241.0,-269.0,61.0,-1.3992456197738647,0.6673578023910522,1.1778227090835571,-0.6756116151809692,0.1700328141450882,1.5196855068206787,0.4804683029651642,1.4293993711471558,-0.7886876463890076,-0.885674774646759,0.6314980387687683,-0.5522226691246033,-1.5273113250732422,-0.28682565689086914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4406958949272156,0.22,1.735195789486941e+18
3.0,0.0,0.0,-0.06634745864778016,0.7163593837034559,-0.6771291540468861,0.15467177134414278,-0.7466938747289219,0.06110913568403705,-0.12605394937125045,0.6502494389279934,0.6503671620279556,0.32950909005784557,0.6619049116280071,0.6783551974317434,-0.30374200522858796,0.6677407152897383,3.0,-0.26179938333333336,0.3590260667514377,-1.3992456197738647,0.6673403382301331,1.17787504196167,-0.6755767464637756,0.1700328141450882,1.5196855068206787,0.4804683029651642,1.4293993711471558,-0.788722574710846,-0.8856922388076782,0.6314980387687683,-0.5522226691246033,-1.5273113250732422,-0.28682565689086914,3.0,0.0,0.0,3.0,0.5235990830818403,0.2199999237060547,34.977777777777774,34.8,-0.06634745864778016,0.7163593837034559,-0.6771291540468861,0.15467177134414278,-0.7466938747289219,0.06110913568403705,-0.12605394937125045,0.6502494389279934,0.6503671620279556,0.32950909005784557,0.6619049116280071,0.6783551974317434,-0.30374200522858796,0.6677407152897383,-0.26179938333333336,0.3590260667514377,-2596.0,-1116.0,-3445.0,-466.0,-636.0,660.0,84.0,2641.0,501.0,1682.0,1659.0,1248.0,-284.0,63.0,-1.3992456197738647,0.6673403382301331,1.17787504196167,-0.6755767464637756,0.1700328141450882,1.5196855068206787,0.4804683029651642,1.4293993711471558,-0.788722574710846,-0.8856922388076782,0.6314980387687683,-0.5522226691246033,-1.5273113250732422,-0.28682565689086914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4406958949272156,0.2199999237060547,1.735195789520292e+18
4.0,0.0,0.0,-0.0663439506754986,0.7163449202342141,-0.6771431457738708,0.15467900825539094,-0.746709113256297,0.061113120031148375,-0.12604891673334595,0.6502325409654641,0.6503680594334783,0.3295035520142038,0.661911821712137,0.6783559110891371,-0.303738263963024,0.6677302042781282,4.0,-0.26179938333333336,0.3590260667514377,-1.3992282152175903,0.6673403382301331,1.1778401136398315,-0.6756116151809692,0.170015349984169,1.5196681022644043,0.4804683029651642,1.4293993711471558,-0.788722574710846,-0.8857271075248718,0.6315155029296875,-0.5522401332855225,-1.5272763967514038,-0.28682565689086914,4.0,0.0,0.0,4.0,0.5235990830818403,0.22,34.977777777777774,34.8,-0.0663439506754986,0.7163449202342141,-0.6771431457738708,0.15467900825539094,-0.746709113256297,0.061113120031148375,-0.12604891673334595,0.6502325409654641,0.6503680594334783,0.3295035520142038,0.661911821712137,0.6783559110891371,-0.303738263963024,0.6677302042781282,-0.26179938333333336,0.3590260667514377,-2591.0,-1106.0,-3453.0,-486.0,-629.0,663.0,73.0,2656.0,497.0,1665.0,1678.0,1253.0,-282.0,64.0,-1.3992282152175903,0.6673403382301331,1.1778401136398315,-0.6756116151809692,0.170015349984169,1.5196681022644043,0.4804683029651642,1.4293993711471558,-0.788722574710846,-0.8857271075248718,0.6315155029296875,-0.5522401332855225,-1.5272763967514038,-0.28682565689086914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4406958949272156,0.22,1.735195789553646e+18
5.0,0.0,0.0,-0.06633376030519238,0.7163404660040041,-0.6771512392320815,0.15466857539719012,-0.7466957556678905,0.06111218557847535,-0.12603874278401697,0.6502499400682829,0.6503669602881258,0.329495201506147,0.6619117027952804,0.6783475452883991,-0.30373826754827893,0.6677281874420615,5.0,-0.26179938333333336,0.3590260667514377,-1.3992282152175903,0.6673578023910522,1.1778401136398315,-0.6756116151809692,0.170015349984169,1.5196855068206787,0.4804683029651642,1.4293644428253174,-0.788722574710846,-0.8856922388076782,0.6315155029296875,-0.5522226691246033,-1.5273113250732422,-0.28682565689086914,5.0,0.0,0.0,5.0,0.5235990830818403,0.22,34.977777777777774,34.8,-0.06633376030519238,0.7163404660040041,-0.6771512392320815,0.15466857539719012,-0.7466957556678905,0.06111218557847535,-0.12603874278401697,0.6502499400682829,0.6503669602881258,0.329495201506147,0.6619117027952804,0.6783475452883991,-0.30373826754827893,0.6677281874420615,-0.26179938333333336,0.3590260667514377,-2594.0,-1112.0,-3452.0,-483.0,-634.0,668.0,75.0,2647.0,495.0,1677.0,1673.0,1244.0,-285.0,60.0,-1.3992282152175903,0.6673578023910522,1.1778401136398315,-0.6756116151809692,0.170015349984169,1.5196855068206787,0.4804683029651642,1.4293644428253174,-0.788722574710846,-0.8856922388076782,0.6315155029296875,-0.5522226691246033,-1.5273113250732422,-0.28682565689086914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4406958949272156,0.22,1.735195789586998e+18
6.0,0.0,0.0,-0.06632012324709055,0.7163408979221506,-0.677152000202993,0.15466909141022284,-0.7466991891449558,0.06112530344461456,-0.12605811827109345,0.6502410084168956,0.6503596577497924,0.3295006775885065,0.661915119480978,0.6783513401239727,-0.30376445341220537,0.6677512930437435,6.0,-0.26179938333333336,0.3590260667514377,-1.3992282152175903,0.6673403382301331,1.1778401136398315,-0.6756116151809692,0.170015349984169,1.519720435142517,0.480485737323761,1.4294167757034302,-0.7886701822280884,-0.8856922388076782,0.6314980387687683,-0.5522226691246033,-1.5273287296295166,-0.28679072856903076,6.0,0.0,0.0,6.0,0.5235990830818403,0.2200000762939453,34.977777777777774,34.8,-0.06632012324709055,0.7163408979221506,-0.677152000202993,0.15466909141022284,-0.7466991891449558,0.06112530344461456,-0.12605811827109345,0.6502410084168956,0.6503596577497924,0.3295006775885065,0.661915119480978,0.6783513401239727,-0.30376445341220537,0.6677512930437435,-0.26179938333333336,0.3590260667514377,-2593.0,-1120.0,-3454.0,-469.0,-631.0,655.0,74.0,2655.0,495.0,1668.0,1676.0,1248.0,-283.0,61.0,-1.3992282152175903,0.6673403382301331,1.1778401136398315,-0.6756116151809692,0.170015349984169,1.519720435142517,0.480485737323761,1.4294167757034302,-0.7886701822280884,-0.8856922388076782,0.6314980387687683,-0.5522226691246033,-1.5273287296295166,-0.28679072856903076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4406958949272156,0.2200000762939453,1.735195789620351e+18
7.0,0.0,0.0,-0.06632566297559535,0.7163469338092475,-0.6771445496081415,0.154671379992954,-0.7467033381481397,0.06111395378248135,-0.12605102395467901,0.6502386860311183,0.6503659071106126,0.3294949654317926,0.6619087454271677,0.6783565476086137,-0.30373804753098665,0.6677332809756293,7.0,-0.26179938333333336,0.3590260667514377,-1.3992282152175903,0.6673578023910522,1.1778401136398315,-0.6756116151809692,0.1700328141450882,1.5196855068206787,0.480485737323761,1.4293993711471558,-0.788722574710846,-0.8857271075248718,0.6315155029296875,-0.5522226691246033,-1.5272763967514038,-0.28682565689086914,7.0,0.0,0.0,7.0,0.5235990830818403,0.22,34.977777777777774,34.8,-0.06632566297559535,0.7163469338092475,-0.6771445496081415,0.154671379992954,-0.7467033381481397,0.06111395378248135,-0.12605102395467901,0.6502386860311183,0.6503659071106126,0.3294949654317926,0.6619087454271677,0.6783565476086137,-0.30373804753098665,0.6677332809756293,-0.26179938333333336,0.3590260667514377,-2583.0,-1128.0,-3447.0,-471.0,-634.0,664.0,76.0,2647.0,499.0,1680.0,1662.0,1243.0,-279.0,61.0,-1.3992282152175903,0.6673578023910522,1.1778401136398315,-0.6756116151809692,0.1700328141450882,1.5196855068206787,0.480485737323761,1.4293993711471558,-0.788722574710846,-0.8857271075248718,0.6315155029296875,-0.5522226691246033,-1.5272763967514038,-0.28682565689086914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4406958949272156,0.22,1.735195789653704e+18
8.0,0.0,0.0,-0.06635335117924143,0.716360729636831,-0.6771285766985858,0.1546655373366,-0.7467004307009284,0.061111510660190646,-0.12606188168553586,0.6502401495153772,0.65036398646995,0.32950908999121326,0.6618982129329293,0.6783590173790497,-0.30374028891347904,0.6677385827469836,8.0,-0.26179938333333336,0.3590260667514377,-1.3992282152175903,0.6673403382301331,1.17787504196167,-0.6755767464637756,0.1700328141450882,1.5196855068206787,0.4804683029651642,1.4293993711471558,-0.788722574710846,-0.8856922388076782,0.6315155029296875,-0.5522401332855225,-1.5272763967514038,-0.28682565689086914,8.0,0.0,0.0,8.0,0.5235990830818403,0.22,34.977777777777774,34.8,-0.06635335117924143,0.716360729636831,-0.6771285766985858,0.1546655373366,-0.7467004307009284,0.061111510660190646,-0.12606188168553586,0.6502401495153772,0.65036398646995,0.32950908999121326,0.6618982129329293,0.6783590173790497,-0.30374028891347904,0.6677385827469836,-0.26179938333333336,0.3590260667514377,-2588.0,-1120.0,-3450.0,-483.0,-642.0,657.0,89.0,2641.0,494.0,1678.0,1680.0,1245.0,-275.0,65.0,-1.3992282152175903,0.6673403382301331,1.17787504196167,-0.6755767464637756,0.1700328141450882,1.5196855068206787,0.4804683029651642,1.4293993711471558,-0.788722574710846,-0.8856922388076782,0.6315155029296875,-0.5522401332855225,-1.5272763967514038,-0.28682565689086914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4406958949272156,0.22,1.735195789687057e+18
9.0,0.0,0.0,-0.06634184897258026,0.7163373619686438,-0.6771523499658,0.1546746193093703,-0.7467075885667909,0.0611121217471253,-0.126048890517094,0.6502343907790045,0.6503640165815142,0.32950925198412273,0.6619148566264832,0.678347960787707,-0.30375180770019244,0.6677361254014903,9.0,-0.26179938333333336,0.3590260667514377,-1.3992282152175903,0.6673403382301331,1.1778401136398315,-0.6755767464637756,0.169997900724411,1.519720435142517,0.4804683029651642,1.4293993711471558,-0.7886876463890076,-0.8857271075248718,0.6315155029296875,-0.5522226691246033,-1.5273113250732422,-0.28682565689086914,9.0,0.0,0.0,9.0,0.5235990830818403,0.22,34.977777777777774,34.8,-0.06634184897258026,0.7163373619686438,-0.6771523499658,0.1546746193093703,-0.7467075885667909,0.0611121217471253,-0.126048890517094,0.6502343907790045,0.6503640165815142,0.32950925198412273,0.6619148566264832,0.678347960787707,-0.30375180770019244,0.6677361254014903,-0.26179938333333336,0.3590260667514377,-2578.0,-1123.0,-3468.0,-452.0,-634.0,665.0,78.0,2637.0,498.0,1668.0,1663.0,1243.0,-282.0,57.0,-1.3992282152175903,0.6673403382301331,1.1778401136398315,-0.6755767464637756,0.169997900724411,1.519720435142517,0.4804683029651642,1.4293993711471558,-0.7886876463890076,-0.8857271075248718,0.6315155029296875,-0.5522226691246033,-1.5273113250732422,-0.28682565689086914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4406958949272156,0.22,1.73519578972041e+18
