action.effector.index,action.effector.position[0],action.effector.position[1],action.end.orientation[0],action.end.orientation[1],action.end.orientation[2],action.end.orientation[3],action.end.orientation[4],action.end.orientation[5],action.end.orientation[6],action.end.orientation[7],action.end.position[0],action.end.position[1],action.end.position[2],action.end.position[3],action.end.position[4],action.end.position[5],action.head.index,action.head.position[0],action.head.position[1],action.joint.position[0],action.joint.position[1],action.joint.position[2],action.joint.position[3],action.joint.position[4],action.joint.position[5],action.joint.position[6],action.joint.position[7],action.joint.position[8],action.joint.position[9],action.joint.position[10],action.joint.position[11],action.joint.position[12],action.joint.position[13],action.robot.index,action.robot.velocity[0],action.robot.velocity[1],action.waist.index,action.waist.position[0],action.waist.position[1],state.effector.position[0],state.effector.position[1],state.end.orientation[0],state.end.orientation[1],state.end.orientation[2],state.end.orientation[3],state.end.orientation[4],state.end.orientation[5],state.end.orientation[6],state.end.orientation[7],state.end.position[0],state.end.position[1],state.end.position[2],state.end.position[3],state.end.position[4],state.end.position[5],state.head.position[0],state.head.position[1],state.joint.current_value[0],state.joint.current_value[1],state.joint.current_value[2],state.joint.current_value[3],state.joint.current_value[4],state.joint.current_value[5],state.joint.current_value[6],state.joint.current_value[7],state.joint.current_value[8],state.joint.current_value[9],state.joint.current_value[10],state.joint.current_value[11],state.joint.current_value[12],state.joint.current_value[13],state.joint.position[0],state.joint.position[1],state.joint.position[2],state.joint.position[3],state.joint.position[4],state.joint.position[5],state.joint.position[6],state.joint.position[7],state.joint.position[8],state.joint.position[9],state.joint.position[10],state.joint.position[11],state.joint.position[12],state.joint.position[13],state.robot.orientation[0],state.robot.orientation[1],state.robot.orientation[2],state.robot.orientation[3],state.robot.position[0],state.robot.position[1],state.robot.position[2],state.waist.position[0],state.waist.position[1],timestamp
0.0,0.0,0.0,-0.18014865484935547,0.6914214256770909,-0.6908404193557388,0.11055491511015896,-0.7221091040494176,0.20063674007405924,-0.14424847745876251,0.6461390849749236,0.6422710387554234,0.36098070632116963,0.7080962401779445,0.6519337044041905,-0.3486096491567067,0.7187841724443021,0.0,-0.1716567082939996,0.3753059702173869,-1.2131589651107788,0.6366457939147949,0.3125295042991638,-0.9024790525436401,0.7242099046707153,1.525915265083313,-0.22177204489707947,1.8596813678741455,-0.40819039940834045,-1.7415449619293213,1.0985472202301025,0.08894265443086624,-1.1356459856033325,-0.21952100098133087,0.0,0.0,0.0,0.0,0.4344991015113151,0.19129196166992188,35.022222222222226,34.84444444444444,-0.18014865484935547,0.6914214256770909,-0.6908404193557388,0.11055491511015896,-0.7221091040494176,0.20063674007405924,-0.14424847745876251,0.6461390849749236,0.6422710387554234,0.36098070632116963,0.7080962401779445,0.6519337044041905,-0.3486096491567067,0.7187841724443021,-0.1716567082939996,0.3753059702173869,-1430.0,-964.0,-2321.0,-830.0,-2351.0,-101.0,144.0,1287.0,100.0,1863.0,-33.0,1204.0,-159.0,76.0,-1.2131589651107788,0.6366457939147949,0.3125295042991638,-0.9024790525436401,0.7242099046707153,1.525915265083313,-0.22177204489707947,1.8596813678741455,-0.40819039940834045,-1.7415449619293213,1.0985472202301025,0.08894265443086624,-1.1356459856033325,-0.21952100098133087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4344991015113151,0.19129196166992188,1.735189553444906e+18
1.0,0.0,0.0,-0.18012069583981172,0.69143109968636,-0.690840231621717,0.11054114025803226,-0.7221156877632033,0.20061766100695838,-0.1442418047626107,0.6461391408490891,0.6422623810195508,0.3609711853146945,0.7080995267045853,0.6519366866733232,-0.3485956004004076,0.7187767299265088,1.0,-0.1716567082939996,0.3753059702173869,-1.2131589651107788,0.6366457939147949,0.3125295042991638,-0.9025140404701233,0.7242099046707153,1.5259500741958618,-0.22177204489707947,1.859663963317871,-0.40822529792785645,-1.7415449619293213,1.0985472202301025,0.08894265443086624,-1.1356459856033325,-0.21955589950084686,1.0,0.0,0.0,1.0,0.4344991015113151,0.19129203796386718,35.022222222222226,34.84444444444444,-0.18012069583981172,0.69143109968636,-0.690840231621717,0.11054114025803226,-0.7221156877632033,0.20061766100695838,-0.1442418047626107,0.6461391408490891,0.6422623810195508,0.3609711853146945,0.7080995267045853,0.6519366866733232,-0.3485956004004076,0.7187767299265088,-0.1716567082939996,0.3753059702173869,-1426.0,-952.0,-2324.0,-815.0,-2351.0,-101.0,147.0,1293.0,94.0,1857.0,-24.0,1198.0,-148.0,89.0,-1.2131589651107788,0.6366457939147949,0.3125295042991638,-0.9025140404701233,0.7242099046707153,1.5259500741958618,-0.22177204489707947,1.859663963317871,-0.40822529792785645,-1.7415449619293213,1.0985472202301025,0.08894265443086624,-1.1356459856033325,-0.21955589950084686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4344991015113151,0.19129203796386718,1.735189553478249e+18
2.0,0.0,0.0,-0.18010939849490826,0.6914119331828096,-0.6908611973631134,0.1105484020880373,-0.7221142781724759,0.20063459442207326,-0.14428319330988573,0.6461262174752218,0.6422688053251397,0.3609682145555172,0.7081152865960736,0.6519414326870355,-0.3486176206271676,0.7187821537704707,2.0,-0.1716567082939996,0.3753059702173869,-1.2131938934326172,0.6366632580757141,0.3125295042991638,-0.9024965763092041,0.724174976348877,1.5259500741958618,-0.22177204489707947,1.8596813678741455,-0.40819039940834045,-1.7415449619293213,1.0985298156738281,0.08894265443086624,-1.1356111764907837,-0.21957334876060486,2.0,0.0,0.0,2.0,0.4344991015113151,0.19129203796386718,35.022222222222226,34.84444444444444,-0.18010939849490826,0.6914119331828096,-0.6908611973631134,0.1105484020880373,-0.7221142781724759,0.20063459442207326,-0.14428319330988573,0.6461262174752218,0.6422688053251397,0.3609682145555172,0.7081152865960736,0.6519414326870355,-0.3486176206271676,0.7187821537704707,-0.1716567082939996,0.3753059702173869,-1449.0,-955.0,-2315.0,-817.0,-2354.0,-102.0,151.0,1282.0,91.0,1859.0,-28.0,1197.0,-143.0,75.0,-1.2131938934326172,0.6366632580757141,0.3125295042991638,-0.9024965763092041,0.724174976348877,1.5259500741958618,-0.22177204489707947,1.8596813678741455,-0.40819039940834045,-1.7415449619293213,1.0985298156738281,0.08894265443086624,-1.1356111764907837,-0.21957334876060486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4344991015113151,0.19129203796386718,1.735189553511591e+18
3.0,0.0,0.0,-0.18012146371116142,0.6914138636517838,-0.6908580518928009,0.11053632704023521,-0.7221121851190729,0.2006475845412093,-0.1442478285577701,0.6461324189952903,0.6422650211454748,0.36096821444079724,0.7081019132848136,0.6519445675456113,-0.3486001641669337,0.7187742214609575,3.0,-0.1716567082939996,0.3753059702173869,-1.2131589651107788,0.6366632580757141,0.3125295042991638,-0.9024965763092041,0.724174976348877,1.5259500741958618,-0.22177204489707947,1.859663963317871,-0.40822529792785645,-1.7415449619293213,1.0985472202301025,0.08894265443086624,-1.1355936527252197,-0.21952100098133087,3.0,0.0,0.0,3.0,0.4344991015113151,0.19129203796386718,35.022222222222226,34.84444444444444,-0.18012146371116142,0.6914138636517838,-0.6908580518928009,0.11053632704023521,-0.7221121851190729,0.2006475845412093,-0.1442478285577701,0.6461324189952903,0.6422650211454748,0.36096821444079724,0.7081019132848136,0.6519445675456113,-0.3486001641669337,0.7187742214609575,-0.1716567082939996,0.3753059702173869,-1446.0,-941.0,-2316.0,-820.0,-2352.0,-101.0,147.0,1296.0,95.0,1877.0,-27.0,1199.0,-148.0,74.0,-1.2131589651107788,0.6366632580757141,0.3125295042991638,-0.9024965763092041,0.724174976348877,1.5259500741958618,-0.22177204489707947,1.859663963317871,-0.40822529792785645,-1.7415449619293213,1.0985472202301025,0.08894265443086624,-1.1355936527252197,-0.21952100098133087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4344991015113151,0.19129203796386718,1.735189553544934e+18
4.0,0.0,0.0,-0.18012545483014303,0.6914253383030049,-0.6908455066267389,0.11053645574404118,-0.7221056176052761,0.2006439272288549,-0.14426542623063104,0.64613696557586,0.6422656907667836,0.36096865167169334,0.7080956660411373,0.6519403803205858,-0.34861240888174977,0.7187879607068216,4.0,-0.1716567082939996,0.3753059702173869,-1.2131589651107788,0.6366632580757141,0.3125295042991638,-0.9024965763092041,0.7242099046707153,1.5259500741958618,-0.22177204489707947,1.8596813678741455,-0.40819039940834045,-1.7415274381637573,1.0985472202301025,0.08894265443086624,-1.1356111764907837,-0.21952100098133087,4.0,0.0,0.0,4.0,0.4344991015113151,0.19129203796386718,35.022222222222226,34.84444444444444,-0.18012545483014303,0.6914253383030049,-0.6908455066267389,0.11053645574404118,-0.7221056176052761,0.2006439272288549,-0.14426542623063104,0.64613696557586,0.6422656907667836,0.36096865167169334,0.7080956660411373,0.6519403803205858,-0.34861240888174977,0.7187879607068216,-0.1716567082939996,0.3753059702173869,-1441.0,-900.0,-2337.0,-825.0,-2358.0,-101.0,164.0,1295.0,99.0,1867.0,-40.0,1201.0,-148.0,80.0,-1.2131589651107788,0.6366632580757141,0.3125295042991638,-0.9024965763092041,0.7242099046707153,1.5259500741958618,-0.22177204489707947,1.8596813678741455,-0.40819039940834045,-1.7415274381637573,1.0985472202301025,0.08894265443086624,-1.1356111764907837,-0.21952100098133087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4344991015113151,0.19129203796386718,1.735189553578275e+18
5.0,0.0,0.0,-0.18013865016666483,0.69142477063153,-0.6908417238640429,0.1105421450932913,-0.7221091025230716,0.2006482625936992,-0.14425998343454893,0.6461329398435888,0.6422709938421942,0.360969105079718,0.7080921777384293,0.6519389463010974,-0.34861268487843755,0.7187825803370564,5.0,-0.1716567082939996,0.3753059702173869,-1.2131589651107788,0.6366632580757141,0.3125469386577606,-0.9024965763092041,0.7242099046707153,1.525915265083313,-0.22177204489707947,1.8596813678741455,-0.40819039940834045,-1.7415449619293213,1.0985472202301025,0.08894265443086624,-1.1356111764907837,-0.21952100098133087,5.0,0.0,0.0,5.0,0.4344991015113151,0.19129203796386718,35.022222222222226,34.84444444444444,-0.18013865016666483,0.69142477063153,-0.6908417238640429,0.1105421450932913,-0.7221091025230716,0.2006482625936992,-0.14425998343454893,0.6461329398435888,0.6422709938421942,0.360969105079718,0.7080921777384293,0.6519389463010974,-0.34861268487843755,0.7187825803370564,-0.1716567082939996,0.3753059702173869,-1452.0,-927.0,-2321.0,-826.0,-2360.0,-101.0,143.0,1290.0,99.0,1876.0,-27.0,1200.0,-150.0,82.0,-1.2131589651107788,0.6366632580757141,0.3125469386577606,-0.9024965763092041,0.7242099046707153,1.525915265083313,-0.22177204489707947,1.8596813678741455,-0.40819039940834045,-1.7415449619293213,1.0985472202301025,0.08894265443086624,-1.1356111764907837,-0.21952100098133087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4344991015113151,0.19129203796386718,1.735189553611618e+18
6.0,0.0,0.0,-0.18014336065108238,0.6914269092429443,-0.6908392633363553,0.11053646918988236,-0.7221108560659195,0.20062987075772584,-0.14424311230563988,0.6461404576900184,0.6422634381000041,0.36097821639242156,0.7080888659390494,0.6519408732561066,-0.3486005359085683,0.718783135378046,6.0,-0.1716567082939996,0.3753059702173869,-1.2131415605545044,0.6366457939147949,0.3125295042991638,-0.9024790525436401,0.7242099046707153,1.5259500741958618,-0.22177204489707947,1.8596813678741455,-0.40822529792785645,-1.7415449619293213,1.0985298156738281,0.08894265443086624,-1.1356459856033325,-0.21952100098133087,6.0,0.0,0.0,6.0,0.4344991015113151,0.19129203796386718,35.022222222222226,34.84444444444444,-0.18014336065108238,0.6914269092429443,-0.6908392633363553,0.11053646918988236,-0.7221108560659195,0.20062987075772584,-0.14424311230563988,0.6461404576900184,0.6422634381000041,0.36097821639242156,0.7080888659390494,0.6519408732561066,-0.3486005359085683,0.718783135378046,-0.1716567082939996,0.3753059702173869,-1434.0,-935.0,-2317.0,-830.0,-2360.0,-101.0,156.0,1289.0,93.0,1878.0,-29.0,1201.0,-148.0,82.0,-1.2131415605545044,0.6366457939147949,0.3125295042991638,-0.9024790525436401,0.7242099046707153,1.5259500741958618,-0.22177204489707947,1.8596813678741455,-0.40822529792785645,-1.7415449619293213,1.0985298156738281,0.08894265443086624,-1.1356459856033325,-0.21952100098133087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4344991015113151,0.19129203796386718,1.735189553644959e+18
7.0,0.0,0.0,-0.18012899266756585,0.6914310600744791,-0.6908379996888027,0.11054181720427962,-0.7221108704481353,0.20062445776517332,-0.14427133566842118,0.6461358211951393,0.6422619641622557,0.360974694831712,0.7080908678740214,0.6519475492213099,-0.3486032955169914,0.7187868473605278,7.0,-0.1716567082939996,0.3753059702173869,-1.2131415605545044,0.6366457939147949,0.3125295042991638,-0.9024965763092041,0.7242099046707153,1.5259500741958618,-0.22175461053848267,1.8596813678741455,-0.40822529792785645,-1.7415274381637573,1.0985298156738281,0.08894265443086624,-1.1356111764907837,-0.21955589950084686,7.0,0.0,0.0,7.0,0.4344991015113151,0.19129203796386718,35.022222222222226,34.84444444444444,-0.18012899266756585,0.6914310600744791,-0.6908379996888027,0.11054181720427962,-0.7221108704481353,0.20062445776517332,-0.14427133566842118,0.6461358211951393,0.6422619641622557,0.360974694831712,0.7080908678740214,0.6519475492213099,-0.3486032955169914,0.7187868473605278,-0.1716567082939996,0.3753059702173869,-1439.0,-940.0,-2333.0,-821.0,-2345.0,-100.0,158.0,1283.0,98.0,1883.0,-36.0,1196.0,-143.0,78.0,-1.2131415605545044,0.6366457939147949,0.3125295042991638,-0.9024965763092041,0.7242099046707153,1.5259500741958618,-0.22175461053848267,1.8596813678741455,-0.40822529792785645,-1.7415274381637573,1.0985298156738281,0.08894265443086624,-1.1356111764907837,-0.21955589950084686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4344991015113151,0.19129203796386718,1.735189553678302e+18
8.0,0.0,0.0,-0.18013379550938485,0.6914227577578852,-0.6908458067483761,0.11053712981641023,-0.7221205091360728,0.2006198199575349,-0.14427332966139084,0.646126043797711,0.642267164782568,0.36097217318943603,0.7080936640880398,0.6519466781278231,-0.3486041198194607,0.718784490690076,8.0,-0.1716567082939996,0.3753059702173869,-1.2131589651107788,0.6366632580757141,0.3125295042991638,-0.9024790525436401,0.7242099046707153,1.5259500741958618,-0.22177204489707947,1.8597162961959839,-0.40822529792785645,-1.7415797710418701,1.0985298156738281,0.08894265443086624,-1.1356111764907837,-0.21957334876060486,8.0,0.0,0.0,8.0,0.4344991015113151,0.19129203796386718,35.022222222222226,34.84444444444444,-0.18013379550938485,0.6914227577578852,-0.6908458067483761,0.11053712981641023,-0.7221205091360728,0.2006198199575349,-0.14427332966139084,0.646126043797711,0.642267164782568,0.36097217318943603,0.7080936640880398,0.6519466781278231,-0.3486041198194607,0.718784490690076,-0.1716567082939996,0.3753059702173869,-1434.0,-937.0,-2325.0,-797.0,-2347.0,-103.0,151.0,1297.0,95.0,1884.0,-22.0,1194.0,-157.0,69.0,-1.2131589651107788,0.6366632580757141,0.3125295042991638,-0.9024790525436401,0.7242099046707153,1.5259500741958618,-0.22177204489707947,1.8597162961959839,-0.40822529792785645,-1.7415797710418701,1.0985298156738281,0.08894265443086624,-1.1356111764907837,-0.21957334876060486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4344991015113151,0.19129203796386718,1.735189553711644e+18
9.0,0.0,0.0,-0.18013839740683224,0.6914115582315007,-0.6908518757217245,0.11056175077919905,-0.7221024035191207,0.20063990450439634,-0.14427251880933512,0.646140223069874,0.6422693318385275,0.36097979102721583,0.7081131534950492,0.6519504222207042,-0.3486052210767606,0.7187860887338094,9.0,-0.1716567082939996,0.3753059702173869,-1.2131589651107788,0.6366457939147949,0.31247714161872864,-0.9025140404701233,0.7242099046707153,1.525915265083313,-0.22180695831775665,1.8596813678741455,-0.40822529792785645,-1.7415449619293213,1.0985298156738281,0.08897755295038223,-1.1355936527252197,-0.21955589950084686,9.0,0.0,0.0,9.0,0.4344991015113151,0.19129203796386718,35.022222222222226,34.84444444444444,-0.18013839740683224,0.6914115582315007,-0.6908518757217245,0.11056175077919905,-0.7221024035191207,0.20063990450439634,-0.14427251880933512,0.646140223069874,0.6422693318385275,0.36097979102721583,0.7081131534950492,0.6519504222207042,-0.3486052210767606,0.7187860887338094,-0.1716567082939996,0.3753059702173869,-1435.0,-941.0,-2297.0,-839.0,-2354.0,-102.0,154.0,1289.0,93.0,1876.0,-18.0,1198.0,-140.0,75.0,-1.2131589651107788,0.6366457939147949,0.31247714161872864,-0.9025140404701233,0.7242099046707153,1.525915265083313,-0.22180695831775665,1.8596813678741455,-0.40822529792785645,-1.7415449619293213,1.0985298156738281,0.08897755295038223,-1.1355936527252197,-0.21955589950084686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4344991015113151,0.19129203796386718,1.735189553744987e+18
